SOURCE_ID,PovertyEBK,geoDA_esti,P_VALUE,ASSOC_CAT
6752,82.455551,0,0.074,High-Low
6753,93.266129,11,0.002,High-High
6754,54.950035,0,0.004,Low-Low
6755,71.653671,0,0.194,Not Significant
6756,62.384445,0,0.048,Low-Low
6757,64.898338,0,0.804,Not Significant
6758,76.481964,1,0.672,Not Significant
6759,69.011597,0,0.048,Low-Low
6760,75.179115,1,0.452,Not Significant
6761,84.662994,0,0.012,High-Low
6762,82.648933,0,0.116,Not Significant
6763,93.304123,2,0.502,Not Significant
6764,95.641685,1,0.002,High-Low
6765,74.427406,0,0.19,Not Significant
6766,94.565155,2,0.468,Not Significant
6767,91.705521,0,0.004,High-Low
6768,65.949074,1,0.072,Low-Low
6769,77.786697,0,0.402,Not Significant
6770,78.449104,0,0.564,Not Significant
6771,68.48719,0,0.03,Low-Low
6772,85.042023,1,0.152,Not Significant
6773,67.474335,0,0.052,Low-Low
6774,89.409988,2,0.774,Not Significant
6775,97.494873,1,0.01,High-Low
6776,58.458893,0,0.006,Low-Low
6777,91.391914,0,0.002,High-Low
6778,71.216507,1,0.24,Not Significant
6779,92.612617,0,0.022,High-Low
6780,94.203629,2,0.602,Not Significant
6781,71.615929,0,0.1,Low-Low
6782,56.323338,0,0.012,Low-Low
6783,88.088501,1,0.104,Not Significant
6784,91.525864,0,0.002,High-Low
6785,81.988434,0,0.13,Not Significant
6786,99.852547,12,0.002,High-High
6787,99.772789,18,0.002,High-High
6788,85.151695,1,0.058,High-Low
6789,71.789055,0,0.134,Not Significant
6790,84.427261,1,0.106,Not Significant
6791,67.963829,0,0.066,Low-Low
6792,71.04586,0,0.082,Low-Low
6793,96.684441,4,0.008,High-High
6794,71.633369,1,0.818,Not Significant
6795,100,11,0.002,High-High
6796,91.200661,1,0.008,High-Low
6797,74.666397,0,0.208,Not Significant
6798,69.336212,0,0.084,Low-Low
6799,87.190498,0,0.004,High-Low
6800,71.431343,0,0.142,Not Significant
6801,98.539543,3,0.002,High-High
6802,70.759987,3,0.004,Low-High
6803,54.43882,1,0.062,Low-Low
6804,45.948174,0,0.002,Low-Low
6805,65.784904,0,0.048,Low-Low
6806,89.156708,0,0.002,High-Low
6807,85.125916,0,0.012,High-Low
6808,61.203125,0,0.022,Low-Low
6809,62.621433,1,0.034,Low-Low
6810,83.450806,0,0.036,High-Low
6811,88.685722,0,0.002,High-Low
6812,78.997498,0,0.786,Not Significant
6813,96.046295,1,0.008,High-Low
6814,72.13308,0,0.092,Low-Low
6815,61.536198,1,0.12,Not Significant
6816,70.421318,1,0.186,Not Significant
6817,84.343307,0,0.022,High-Low
6818,82.759155,1,0.162,Not Significant
6819,83.751205,1,0.26,Not Significant
6820,56.040779,1,0.064,Low-Low
6821,68.832153,0,0.058,Low-Low
6822,87.201118,1,0.098,High-Low
6823,69.374313,0,0.052,Low-Low
6824,90.500298,1,0.006,High-Low
6825,75.971428,3,0.062,Low-High
6826,99.935059,19,0.002,High-High
6827,90.145546,0,0.002,High-Low
6828,88.349594,0,0.002,High-Low
6829,72.766167,0,0.138,Not Significant
6831,99.834343,18,0.002,High-High
6832,99.963524,11,0.002,High-High
6833,92.008804,1,0.012,High-Low
6834,87.348961,0,0.006,High-Low
6835,100,13,0.002,High-High
6836,78.604561,1,0.966,Not Significant
6837,80.762962,0,0.248,Not Significant
6838,75.249947,2,0.494,Not Significant
6839,62.701668,1,0.156,Not Significant
6840,78.319099,0,0.65,Not Significant
6841,85.800491,0,0.01,High-Low
6842,80.432144,0,0.402,Not Significant
6843,74.71244,0,0.31,Not Significant
6844,85.077354,2,0.766,Not Significant
6845,71.379013,1,0.422,Not Significant
6846,67.518913,0,0.046,Low-Low
6847,98.923386,0,0.002,High-Low
6848,85.498199,1,0.038,High-Low
6849,86.892906,0,0.012,High-Low
6850,65.982376,0,0.056,Low-Low
6851,88.722717,2,0.64,Not Significant
6852,70.406807,0,0.124,Not Significant
6853,85.467949,0,0.02,High-Low
6854,64.215675,0,0.012,Low-Low
6855,75.909599,0,0.444,Not Significant
6856,67.608742,0,0.046,Low-Low
6857,72.750298,0,0.126,Not Significant
6858,74.463341,0,0.26,Not Significant
6859,95.158829,9,0.002,High-High
6860,99.957237,19,0.002,High-High
6861,93.465355,0,0.002,High-Low
6862,97.126884,0,0.002,High-Low
6863,94.489502,2,0.472,Not Significant
6864,85.252541,2,0.938,Not Significant
6865,96.333328,19,0.002,High-High
6866,68.478127,0,0.056,Low-Low
6867,88.682892,1,0.068,High-Low
6868,66.479141,0,0.036,Low-Low
6869,70.266167,0,0.066,Low-Low
6870,91.772263,0,0.002,High-Low
6871,74.650742,0,0.216,Not Significant
6872,83.258583,0,0.094,High-Low
6873,100,11,0.002,High-High
6874,85.175873,2,0.282,Not Significant
6875,78.289948,0,0.73,Not Significant
6876,100,11,0.002,High-High
6877,88.243561,1,0.012,High-Low
6878,71.913849,1,0.2,Not Significant
6879,73.240913,0,0.092,Low-Low
6880,85.714737,1,0.244,Not Significant
6881,90.081474,1,0.012,High-Low
6882,58.265125,1,0.074,Low-Low
6883,65.83596,0,0.036,Low-Low
6884,88.216125,1,0.18,Not Significant
6885,93.484085,1,0.004,High-Low
6886,77.217896,0,0.546,Not Significant
6887,93.181824,0,0.002,High-Low
6888,74.845367,0,0.218,Not Significant
6889,82.412544,1,0.26,Not Significant
6890,76.248863,0,0.406,Not Significant
6891,99.989594,11,0.002,High-High
6892,99.960754,16,0.002,High-High
6893,73.705025,5,0.03,Low-High
6894,76.82502,1,0.454,Not Significant
6895,91.619171,1,0.074,High-Low
6896,73.762062,0,0.146,Not Significant
6897,86.776062,1,0.042,High-Low
6898,72.787079,0,0.144,Not Significant
6899,62.906013,0,0.008,Low-Low
6900,86.812607,0,0.004,High-Low
6901,99.249207,1,0.002,High-Low
6902,77.520042,0,0.606,Not Significant
6903,75.684624,1,0.84,Not Significant
6904,96.048607,2,0.562,Not Significant
6905,56.388275,0,0.014,Low-Low
6906,78.331688,3,0.656,Not Significant
6907,89.084793,0,0.004,High-Low
6908,89.011047,2,0.968,Not Significant
6909,53.673683,1,0.024,Low-Low
6910,68.054398,0,0.04,Low-Low
6911,67.024887,1,0.186,Not Significant
6912,65.405441,0,0.016,Low-Low
6913,72.78138,1,0.378,Not Significant
6914,83.237946,0,0.028,High-Low
6915,79.671158,0,0.68,Not Significant
6916,99.507454,10,0.002,High-High
6917,68.358528,0,0.028,Low-Low
6918,87.07254,1,0.114,Not Significant
6919,100,11,0.002,High-High
6920,80.363808,1,0.494,Not Significant
6921,78.620857,0,0.79,Not Significant
6922,74.955833,1,0.826,Not Significant
6923,81.722984,2,0.57,Not Significant
6924,70.010155,0,0.054,Low-Low
6925,88.089622,1,0.06,High-Low
6926,89.920288,0,0.006,High-Low
6927,65.485901,0,0.164,Not Significant
6928,100,11,0.002,High-High
6929,65.774933,0,0.038,Low-Low
6930,90.247322,1,0.006,High-Low
6931,79.447197,1,0.294,Not Significant
6932,93.990501,0,0.002,High-Low
6933,76.271149,1,0.8,Not Significant
6934,80.997269,1,0.234,Not Significant
6935,64.234703,0,0.028,Low-Low
6936,93.931473,8,0.002,High-High
6937,66.531853,0,0.054,Low-Low
6938,78.53875,0,0.846,Not Significant
6939,89.021393,2,1,Not Significant
6940,100,11,0.002,High-High
6941,61.312069,0,0.042,Low-Low
6942,89.820999,0,0.002,High-Low
6944,94.533653,3,0.012,High-High
6945,67.57962,1,0.198,Not Significant
6946,100,12,0.002,High-High
6947,92.086891,3,0.184,Not Significant
6948,53.653679,2,0.07,Low-Low
6949,88.276711,1,0.078,High-Low
6950,69.626663,0,0.052,Low-Low
6951,76.249237,0,0.52,Not Significant
6952,79.974815,0,0.256,Not Significant
6953,60.665073,1,0.042,Low-Low
6954,80.31321,0,0.412,Not Significant
6955,66.965332,0,0.034,Low-Low
6956,72.874786,0,0.106,Not Significant
6957,90.219734,0,0.002,High-Low
6958,83.120949,0,0.09,High-Low
6959,80.494308,0,0.26,Not Significant
6960,71.314278,1,0.404,Not Significant
6961,68.615067,0,0.068,Low-Low
6962,80.796005,1,0.262,Not Significant
6963,88.765297,1,0.2,Not Significant
6964,97.392143,0,0.002,High-Low
6965,88.470444,0,0.006,High-Low
6966,65.924377,0,0.034,Low-Low
6967,68.827766,0,0.052,Low-Low
6968,85.780235,1,0.066,High-Low
6969,81.604431,0,0.138,Not Significant
6970,94.167839,1,0.014,High-Low
6971,86.829025,1,0.04,High-Low
6972,94.213188,0,0.002,High-Low
6973,83.363937,1,0.17,Not Significant
6974,58.735432,0,0.012,Low-Low
6975,74.367729,1,0.632,Not Significant
6976,63.181751,1,0.138,Not Significant
6977,100,19,0.002,High-High
6978,75.680908,0,0.32,Not Significant
6979,58.429234,0,0.008,Low-Low
6980,58.194935,0,0.026,Low-Low
6981,85.318504,1,0.164,Not Significant
6982,68.593307,1,0.234,Not Significant
6983,68.598274,0,0.05,Low-Low
6984,69.482567,1,0.214,Not Significant
6985,81.461792,0,0.222,Not Significant
6986,67.16188,1,0.12,Not Significant
6987,88.335205,0,0.006,High-Low
6988,84.322174,0,0.012,High-Low
6989,78.849899,0,0.294,Not Significant
6990,91.225189,1,0.044,High-Low
6991,55.846039,0,0.008,Low-Low
6992,93.858795,0,0.002,High-Low
6993,62.119747,1,0.166,Not Significant
6994,76.617599,0,0.23,Not Significant
6995,94.442421,1,0.014,High-Low
6996,89.271545,0,0.002,High-Low
6997,59.005093,0,0.026,Low-Low
6998,85.661949,0,0.022,High-Low
6999,81.245979,0,0.19,Not Significant
7000,88.662292,1,0.054,High-Low
7001,88.841484,0,0.006,High-Low
7002,71.808167,0,0.076,Low-Low
7003,76.130577,1,0.734,Not Significant
7004,68.179008,0,0.036,Low-Low
7005,78.581314,1,0.894,Not Significant
7006,62.409477,1,0.152,Not Significant
7007,97.841545,8,0.002,High-High
7008,84.785027,17,0.002,High-High
7009,91.754623,0,0.002,High-Low
7010,59.2024,0,0.022,Low-Low
7011,49.538513,0,0.002,Low-Low
7012,73.252487,0,0.224,Not Significant
7013,57.792244,1,0.038,Low-Low
7014,99.988701,11,0.002,High-High
7015,62.450474,1,0.058,Low-Low
7016,56.010891,0,0.008,Low-Low
7017,60.356861,0,0.034,Low-Low
7018,83.609337,0,0.026,High-Low
7019,65.388336,0,0.04,Low-Low
7020,100,18,0.002,High-High
7021,66.952606,1,0.074,Low-Low
7022,92.588722,3,0.062,High-High
7023,87.01104,0,0.002,High-Low
7024,74.934753,0,0.288,Not Significant
7025,68.457802,1,0.21,Not Significant
7026,95.691292,2,0.43,Not Significant
7027,71.460724,0,0.096,Low-Low
7028,70.832703,0,0.1,Low-Low
7029,99.501343,0,0.002,High-Low
7030,92.86821,0,0.002,High-Low
7031,84.795959,2,0.656,Not Significant
7032,88.2724,1,0.106,Not Significant
7033,64.475418,0,0.024,Low-Low
7034,98.719604,10,0.002,High-High
7035,87.986961,2,0.746,Not Significant
7036,73.840439,0,0.186,Not Significant
7037,87.965736,1,0.06,High-Low
7038,63.243324,0,0.018,Low-Low
7039,70.340942,0,0.064,Low-Low
7040,59.552578,2,0.324,Not Significant
7041,75.444786,0,0.544,Not Significant
7042,74.019318,1,0.28,Not Significant
7043,80.635773,1,0.208,Not Significant
7044,94.687973,2,0.074,High-High
7045,73.995865,0,0.16,Not Significant
7046,57.27895,1,0.054,Low-Low
7047,87.299057,0,0.006,High-Low
7048,73.530746,0,0.2,Not Significant
7049,92.860535,2,0.666,Not Significant
7050,87.416931,1,0.064,High-Low
7051,71.612045,3,0.008,Low-High
7052,98.795006,3,0.02,High-High
7053,77.537857,0,0.566,Not Significant
7054,68.977989,0,0.072,Low-Low
7055,78.108818,0,0.688,Not Significant
7056,76.494255,1,0.78,Not Significant
7057,71.443001,1,0.432,Not Significant
7058,86.98877,0,0.006,High-Low
7059,37.087879,0,0.002,Low-Low
7060,58.998363,0,0.014,Low-Low
7061,82.530891,0,0.104,Not Significant
7062,69.986885,1,0.388,Not Significant
7063,89.403282,2,0.714,Not Significant
7064,72.895065,1,0.498,Not Significant
7065,94.277191,1,0.012,High-Low
7066,70.376846,1,0.36,Not Significant
7067,74.091476,0,0.094,Low-Low
7068,81.516777,1,0.264,Not Significant
7069,89.137833,0,0.002,High-Low
7070,70.038956,0,0.064,Low-Low
7071,89.152214,2,0.63,Not Significant
7072,93.728989,0,0.002,High-Low
7073,95.324066,1,0.004,High-Low
7074,94.923904,1,0.01,High-Low
7075,86.260368,0,0.012,High-Low
7076,69.34787,0,0.09,Low-Low
7077,56.943199,1,0.07,Low-Low
7078,90.661934,1,0.036,High-Low
7079,65.172737,1,0.162,Not Significant
7080,59.937393,0,0.018,Low-Low
7081,65.012375,0,0.054,Low-Low
7082,76.055412,0,0.488,Not Significant
7083,86.824135,0,0.016,High-Low
7084,88.561623,1,0.354,Not Significant
7085,93.931389,0,0.002,High-Low
7086,63.876167,1,0.08,Low-Low
7087,100,19,0.002,High-High
7088,92.698364,1,0.004,High-Low
7089,61.777508,0,0.014,Low-Low
7090,89.635109,0,0.01,High-Low
7091,61.579212,1,0.042,Low-Low
7092,62.77943,0,0.024,Low-Low
7093,90.692581,1,0.022,High-Low
7094,99.397743,1,0.006,High-Low
7095,72.171066,1,0.362,Not Significant
7096,80.65593,0,0.678,Not Significant
7097,95.897934,0,0.002,High-Low
7098,75.772224,1,0.61,Not Significant
7099,91.528885,0,0.004,High-Low
7100,91.054115,0,0.002,High-Low
7101,79.52475,0,0.544,Not Significant
7102,70.002136,0,0.054,Low-Low
7103,89.215149,0,0.002,High-Low
7104,78.434959,1,0.874,Not Significant
7105,89.436325,2,0.624,Not Significant
7106,54.621689,1,0.076,Low-Low
7107,91.721359,0,0.002,High-Low
7108,72.234306,1,0.332,Not Significant
7109,55.868748,0,0.006,Low-Low
7110,94.114685,2,0.142,Not Significant
7111,92.066284,1,0.522,Not Significant
7112,88.634247,0,0.002,High-Low
7113,64.320328,0,0.022,Low-Low
7114,99.956741,19,0.002,High-High
7115,81.648331,0,0.14,Not Significant
7116,99.996727,20,0.002,High-High
7117,73.980392,1,0.456,Not Significant
7118,79.120712,1,0.722,Not Significant
7119,68.37738,0,0.046,Low-Low
7120,99.460747,13,0.002,High-High
7121,99.563148,7,0.002,High-High
7122,93.941353,1,0.016,High-Low
7123,75.379707,0,0.274,Not Significant
7124,67.905815,0,0.034,Low-Low
7125,83.591171,0,0.004,High-Low
7126,71.666061,0,0.104,Not Significant
7127,69.711182,0,0.01,Low-High
7128,63.079201,1,0.182,Not Significant
7129,53.859901,1,0.048,Low-Low
7130,83.79583,0,0.03,High-Low
7131,67.232712,1,0.258,Not Significant
7132,68.196533,0,0.046,Low-Low
7133,89.762497,0,0.002,High-Low
7134,84.726044,0,0.018,High-Low
7135,60.500526,0,0.014,Low-Low
7136,69.260155,1,0.29,Not Significant
7137,84.354218,0,0.012,High-Low
7138,76.278442,0,0.486,Not Significant
7139,72.110298,0,0.074,Low-Low
7140,85.001045,0,0.01,High-Low
7141,88.971207,0,0.002,High-Low
7142,69.201988,0,0.202,Not Significant
7143,77.653191,1,0.846,Not Significant
7144,72.172668,0,0.134,Not Significant
7145,81.5811,0,0.162,Not Significant
7146,83.29216,1,0.152,Not Significant
7147,55.676769,1,0.056,Low-Low
7148,63.782078,1,0.12,Not Significant
7149,91.088074,1,0.048,High-Low
7150,68.429993,0,0.056,Low-Low
7151,72.45739,2,0.47,Not Significant
7152,89.837013,1,0.034,High-Low
7153,71.597061,3,0.046,Low-High
7154,99.864403,19,0.002,High-High
7155,92.233589,0,0.002,High-Low
7156,91.211884,0,0.002,High-Low
7157,67.746826,1,0.14,Not Significant
7158,99.912201,19,0.002,High-High
7159,87.075584,0,0.002,High-Low
7160,100,19,0.002,High-High
7161,100,11,0.002,High-High
7162,90.97393,2,0.066,High-Low
7163,100,8,0.002,High-High
7164,79.22979,1,0.924,Not Significant
7165,67.3675,0,0.032,Low-Low
7166,89.512238,2,0.32,Not Significant
7167,80.29261,0,0.458,Not Significant
7168,83.57634,0,0.032,High-Low
7169,80.722061,0,0.294,Not Significant
7170,76.160919,0,0.35,Not Significant
7171,75.03614,1,0.624,Not Significant
7172,66.759453,0,0.044,Low-Low
7173,98.410583,0,0.002,High-Low
7174,80.262375,1,0.492,Not Significant
7175,81.534309,0,0.208,Not Significant
7176,99.545143,10,0.002,High-High
7177,83.102066,0,0.016,High-Low
7178,66.005096,0,0.03,Low-Low
7179,88.106316,0,0.004,High-Low
7180,69.749817,1,0.356,Not Significant
7181,72.443932,1,0.406,Not Significant
7182,63.865383,0,0.016,Low-Low
7183,81.241684,1,0.38,Not Significant
7184,72.578018,0,0.14,Not Significant
7185,72.801315,0,0.208,Not Significant
7186,91.043427,7,0.004,High-High
7187,99.921814,19,0.002,High-High
7188,95.21653,0,0.002,High-Low
7189,77.898705,0,0.578,Not Significant
7190,84.319328,2,0.898,Not Significant
7191,68.415741,0,0.06,Low-Low
7192,65.902786,1,0.122,Not Significant
7193,65.141197,0,0.02,Low-Low
7194,73.808952,0,0.318,Not Significant
7195,75.014885,0,0.392,Not Significant
7196,73.177711,0,0.152,Not Significant
7197,81.588188,0,0.144,Not Significant
7198,78.783447,1,0.892,Not Significant
7199,100,11,0.002,High-High
7200,91.892639,0,0.002,High-Low
7201,84.230904,0,0.024,High-Low
7202,90.389679,0,0.002,High-Low
7203,75.796288,1,0.59,Not Significant
7204,74.388794,0,0.182,Not Significant
7205,54.42181,0,0.006,Low-Low
7206,89.212074,0,0.006,High-Low
7207,59.493694,1,0.106,Not Significant
7208,58.427753,0,0.004,Low-Low
7209,90.820503,1,0.022,High-Low
7210,94.670021,2,0.206,Not Significant
7211,72.845528,0,0.126,Not Significant
7212,92.573364,2,0.52,Not Significant
7213,87.348259,1,0.082,High-Low
7214,83.669075,1,0.226,Not Significant
7215,99.984894,11,0.002,High-High
7216,91.086075,1,0.056,High-Low
7217,99.960754,18,0.002,High-High
7218,66.945343,0,0.044,Low-Low
7219,70.038376,0,0.072,Low-Low
7220,89.522598,1,0.014,High-Low
7221,68.928238,0,0.068,Low-Low
7222,87.790634,0,0.004,High-Low
7223,79.654259,0,0.856,Not Significant
7224,72.61367,0,0.138,Not Significant
7225,61.142498,0,0.014,Low-Low
7226,88.481339,1,0.042,High-Low
7227,99.000916,0,0.002,High-Low
7228,76.798241,0,0.61,Not Significant
7229,75.256569,1,0.538,Not Significant
7230,95.889404,2,0.494,Not Significant
7231,91.380455,0,0.002,High-Low
7232,55.535336,0,0.014,Low-Low
7233,80.823654,3,0.712,Not Significant
7234,90.809212,0,0.004,High-Low
7235,99.051132,16,0.002,High-High
7236,51.653591,0,0.01,Low-Low
7237,65.535034,0,0.044,Low-Low
7238,69.439362,1,0.35,Not Significant
7239,56.832321,0,0.012,Low-Low
7240,70.827934,1,0.36,Not Significant
7241,99.671707,11,0.002,High-High
7242,99.881638,12,0.002,High-High
7243,66.954559,0,0.024,Low-Low
7244,100,11,0.002,High-High
7245,100,12,0.002,High-High
7246,81.817162,1,0.346,Not Significant
7247,77.028946,0,0.474,Not Significant
7248,81.195847,0,0.314,Not Significant
7249,70.558571,0,0.092,Low-Low
7250,84.881767,1,0.104,Not Significant
7251,88.376091,0,0.002,High-Low
7252,66.499527,0,0.034,Low-Low
7253,87.353432,0,0.004,High-Low
7254,77.9776,1,0.912,Not Significant
7255,60.667278,0,0.022,Low-Low
7256,76.708794,1,0.814,Not Significant
7257,87.944397,0,0.006,High-Low
7258,66.153755,1,0.222,Not Significant
7259,98.448112,12,0.002,High-High
7260,79.023766,1,0.994,Not Significant
7261,99.76815,16,0.002,High-High
7262,100,11,0.002,High-High
7263,94.451645,2,0.338,Not Significant
7264,75.382195,0,0.318,Not Significant
7265,58.896332,2,0.15,Not Significant
7266,66.394257,1,0.098,Low-Low
7267,90.620819,0,0.002,High-Low
7268,99.984764,11,0.002,High-High
7269,86.895195,2,0.772,Not Significant
7270,75.484512,1,0.976,Not Significant
7271,57.47821,0,0.024,Low-Low
7272,86.620026,1,0.094,High-Low
7273,89.123787,1,0.144,Not Significant
7274,92.722992,0,0.004,High-Low
7275,87.434021,0,0.006,High-Low
7276,80.439651,0,0.412,Not Significant
7277,66.549713,0,0.044,Low-Low
7278,80.427155,1,0.38,Not Significant
7279,90.505295,0,0.002,High-Low
7280,88.347809,0,0.006,High-Low
7281,81.56485,0,0.196,Not Significant
7282,88.797874,1,0.17,Not Significant
7283,69.981102,0,0.064,Low-Low
7284,82.510803,1,0.222,Not Significant
7285,84.243248,0,0.022,High-Low
7286,97.277863,1,0.022,High-Low
7287,97.235336,0,0.002,High-Low
7288,86.900597,0,0.01,High-Low
7289,65.705185,0,0.036,Low-Low
7290,76.437706,0,0.552,Not Significant
7291,93.952309,1,0.014,High-Low
7292,87.187515,1,0.088,High-Low
7293,93.61274,0,0.002,High-Low
7294,81.997459,1,0.266,Not Significant
7295,58.821659,0,0.014,Low-Low
7296,100,19,0.002,High-High
7297,83.172844,0,0.104,Not Significant
7298,52.502045,0,0.002,Low-Low
7299,68.742897,2,0.534,Not Significant
7300,88.294975,2,0.294,Not Significant
7301,71.027031,1,0.398,Not Significant
7303,77.048279,0,0.604,Not Significant
7304,67.636986,0,0.138,Not Significant
7305,69.495285,0,0.068,Low-Low
7306,99.982674,19,0.002,High-High
7307,100,11,0.002,High-High
7308,87.07917,0,0.008,High-Low
7309,67.593529,0,0.062,Low-Low
7310,87.809586,0,0.004,High-Low
7311,79.095772,0,0.564,Not Significant
7312,79.148033,0,0.912,Not Significant
7313,90.02002,1,0.022,High-Low
7314,58.931057,0,0.01,Low-Low
7315,93.060234,0,0.002,High-Low
7316,61.623188,1,0.156,Not Significant
7317,95.475594,1,0.02,High-Low
7318,90.503868,0,0.002,High-Low
7319,75.523148,0,0.29,Not Significant
7320,88.186676,0,0.004,High-Low
7321,96.115967,12,0.002,High-High
7322,58.052475,0,0.006,Low-Low
7323,63.667816,0,0.036,Low-Low
7324,74.890663,1,0.624,Not Significant
7325,90.88607,0,0.002,High-Low
7326,81.42347,0,0.156,Not Significant
7327,90.497749,1,0.372,Not Significant
7328,82.548172,1,0.202,Not Significant
7329,78.448296,1,0.946,Not Significant
7330,72.936668,0,0.142,Not Significant
7331,78.15023,1,0.952,Not Significant
7332,62.330811,1,0.124,Not Significant
7333,83.319679,0,0.04,High-Low
7334,71.854118,17,0.014,High-High
7335,91.353249,0,0.002,High-Low
7336,98.534622,3,0.024,High-High
7337,65.90332,1,0.166,Not Significant
7338,54.214199,0,0.016,Low-Low
7339,73.067802,0,0.162,Not Significant
7340,62.031036,1,0.104,Not Significant
7341,70.171364,0,0.074,Low-Low
7342,53.446285,0,0.006,Low-Low
7343,76.511032,2,0.158,Not Significant
7344,57.730522,0,0.016,Low-Low
7345,68.534515,1,0.202,Not Significant
7346,83.66008,0,0.02,High-Low
7347,66.997162,0,0.054,Low-Low
7348,100,18,0.002,High-High
7349,90.314461,0,0.002,High-Low
7350,91.024933,3,0.476,Not Significant
7351,88.04232,0,0.188,Not Significant
7352,69.750107,0,0.072,Low-Low
7353,80.565964,0,0.444,Not Significant
7354,69.339882,0,0.058,Low-Low
7355,91.507736,2,0.562,Not Significant
7356,72.084419,0,0.092,Low-Low
7357,68.912025,0,0.064,Low-Low
7358,94.393761,2,0.174,Not Significant
7359,99.217796,3,0.026,High-High
7360,95.656677,0,0.002,High-Low
7361,63.358162,0,0.016,Low-Low
7362,86.717308,2,0.766,Not Significant
7363,72.165924,0,0.106,Not Significant
7364,86.872803,1,0.078,High-Low
7365,61.577229,0,0.006,Low-Low
7366,76.995117,0,0.456,Not Significant
7367,65.204659,0,0.036,Low-Low
7368,81.554977,0,0.312,Not Significant
7369,99.836098,11,0.002,High-High
7370,97.905182,7,0.004,High-High
7371,73.986855,0,0.144,Not Significant
7372,63.845257,0,0.026,Low-Low
7373,85.301689,0,0.006,High-Low
7374,73.234695,0,0.16,Not Significant
7375,96.454353,2,0.622,Not Significant
7376,71.516411,3,0.012,Low-High
7377,77.754578,1,0.84,Not Significant
7378,77.547028,1,0.908,Not Significant
7379,75.029488,0,0.286,Not Significant
7380,66.89679,0,0.05,Low-Low
7381,78.380981,0,0.542,Not Significant
7382,81.140228,0,0.24,Not Significant
7383,90.774536,2,0.636,Not Significant
7384,71.549866,1,0.424,Not Significant
7385,92.63871,1,0.03,High-Low
7386,87.151619,0,0.01,High-Low
7387,71.540939,0,0.242,Not Significant
7388,73.432518,0,0.17,Not Significant
7389,92.331657,3,0.13,Not Significant
7390,89.897011,0,0.002,High-Low
7391,57.467175,0,0.016,Low-Low
7392,69.9674,0,0.056,Low-Low
7393,91.142868,2,0.576,Not Significant
7394,89.034401,0,0.002,High-Low
7395,79.100388,0,0.368,Not Significant
7396,91.05336,1,0.02,High-Low
7397,69.169167,0,0.054,Low-Low
7398,61.555676,1,0.096,Low-Low
7399,80.865219,0,0.168,Not Significant
7400,64.113426,1,0.164,Not Significant
7401,50.980438,0,0.004,Low-Low
7402,94.085281,2,0.472,Not Significant
7403,86.827805,0,0.006,High-Low
7404,75.708374,0,0.282,Not Significant
7405,86.154922,0,0.016,High-Low
7406,85.522041,1,0.11,Not Significant
7407,62.625595,1,0.092,Low-Low
7408,100,19,0.002,High-High
7409,99.61338,17,0.002,High-High
7410,70.14122,0,0.064,Low-Low
7411,73.285957,0,0.13,Not Significant
7412,79.474525,0,0.612,Not Significant
7413,61.856277,0,0.02,Low-Low
7414,91.051392,1,0.022,High-Low
7415,66.043701,1,0.142,Not Significant
7416,71.106728,1,0.294,Not Significant
7417,75.77478,0,0.38,Not Significant
7418,85.220093,0,0.014,High-Low
7419,88.523781,1,0.044,High-Low
7420,78.326927,1,0.864,Not Significant
7421,85.433006,0,0.012,High-Low
7422,91.102081,0,0.002,High-Low
7423,86.549339,0,0.006,High-Low
7424,69.896805,0,0.058,Low-Low
7425,78.530777,0,0.516,Not Significant
7426,72.274063,0,0.092,Low-Low
7427,83.715385,2,0.912,Not Significant
7428,68.454185,0,0.046,Low-Low
7429,88.607056,1,0.04,High-Low
7430,63.299477,1,0.106,Not Significant
7431,59.202374,0,0.012,Low-Low
7432,72.449478,1,0.348,Not Significant
7433,58.831722,0,0.018,Low-Low
7434,96.296707,2,0.588,Not Significant
7435,95.696442,3,0.052,High-High
7436,89.158409,0,0.002,High-Low
7437,65.502968,0,0.036,Low-Low
7438,81.97673,0,0.1,High-Low
7439,99.988701,11,0.002,High-High
7440,100,20,0.002,High-High
7441,89.923691,0,0.006,High-Low
7442,72.621452,0,0.148,Not Significant
7443,74.235352,0,0.184,Not Significant
7444,100,13,0.002,High-High
7445,75.358978,0,0.276,Not Significant
7446,78.327477,0,0.52,Not Significant
7447,80.521362,0,0.21,Not Significant
7448,100,12,0.002,High-High
7449,69.497414,1,0.074,Low-Low
7450,77.247406,0,0.61,Not Significant
7451,71.162209,3,0.02,Low-High
7452,63.761925,1,0.06,Low-Low
7453,81.921524,0,0.116,Not Significant
7454,59.345982,1,0.1,Low-Low
7455,67.735054,0,0.044,Low-Low
7456,86.373947,0,0.006,High-Low
7457,65.186218,0,0.038,Low-Low
7458,66.409233,0,0.15,Not Significant
7459,85.763527,0,0.008,High-Low
7460,78.124336,0,0.606,Not Significant
7461,76.103195,0,0.616,Not Significant
7462,81.358788,0,0.252,Not Significant
7463,90.112717,0,0.004,High-Low
7464,77.972839,1,0.862,Not Significant
7465,77.320679,1,0.828,Not Significant
7466,71.380356,0,0.066,Low-Low
7467,84.468483,0,0.02,High-Low
7468,84.058327,1,0.216,Not Significant
7469,67.671616,1,0.214,Not Significant
7470,90.603645,0,0.004,High-Low
7471,65.339645,0,0.03,Low-Low
7472,73.262672,2,0.13,Not Significant
