SOURCE_ID,PovertyEBK,geoDA_esti,P_VALUE,ASSOC_CAT
1522,79.075066,2,0.754,Not Significant
1523,70.792778,0,0.068,Low-Low
1524,66.544693,1,0.046,Low-Low
1525,79.89444,0,0.808,Not Significant
1526,89.350494,1,0.022,High-Low
1527,88.811729,1,0.114,Not Significant
1528,88.712486,0,0.002,High-Low
1529,88.866608,1,0.022,High-Low
1530,74.239281,0,0.302,Not Significant
1531,62.165123,2,0.048,Low-High
1532,60.163982,0,0.026,Low-Low
1533,76.960083,1,0.866,Not Significant
1534,88.450317,0,0.002,High-Low
1535,67.081841,1,0.244,Not Significant
1536,78.450974,0,0.52,Not Significant
1537,95.260941,9,0.002,High-High
1538,90.604645,2,0.37,Not Significant
1539,99.244102,3,0.032,High-High
1540,56.0574,1,0.048,Low-Low
1541,92.298286,1,0.012,High-Low
1542,99.232727,3,0.018,High-High
1543,64.043777,0,0.02,Low-Low
1544,84.719696,0,0.024,High-Low
1545,74.465424,1,0.33,Not Significant
1546,84.826004,0,0.004,High-Low
1548,90.270302,0,0.002,High-Low
1549,81.000359,1,0.394,Not Significant
1550,75.777016,0,0.338,Not Significant
1551,63.336338,0,0.018,Low-Low
1552,91.809982,0,0.002,High-Low
1553,83.538795,1,0.158,Not Significant
1554,79.503723,1,0.872,Not Significant
1555,82.009384,0,0.124,Not Significant
1556,73.725983,1,0.498,Not Significant
1557,76.824173,0,0.64,Not Significant
1558,86.988724,0,0.006,High-Low
1559,94.268898,1,0.082,High-Low
1560,64.073051,0,0.034,Low-Low
1561,95.408806,0,0.002,High-Low
1562,88.963051,0,0.002,High-Low
1563,87.395233,1,0.016,High-Low
1564,98.590752,3,0.02,High-High
1565,87.107658,0,0.01,High-Low
1566,91.057106,0,0.002,High-Low
1567,75.465347,1,0.624,Not Significant
1568,60.866577,0,0.012,Low-Low
1569,77.819618,1,0.77,Not Significant
1570,99.810608,18,0.002,High-High
1571,59.762306,0,0.016,Low-Low
1572,69.323242,0,0.07,Low-Low
1573,71.366776,0,0.166,Not Significant
1574,46.872581,0,0.002,Low-Low
1575,76.535751,1,0.294,Not Significant
1576,93.315842,0,0.002,High-Low
1577,68.398987,0,0.046,Low-Low
1578,77.72612,1,0.984,Not Significant
1579,65.259407,0,0.054,Low-Low
1580,76.295418,0,0.35,Not Significant
1581,65.628777,0,0.022,Low-Low
1582,77.676514,1,0.956,Not Significant
1583,83.945091,0,0.02,High-Low
1584,100,11,0.002,High-High
1585,85.256332,0,0.022,High-Low
1586,75.791496,1,0.648,Not Significant
1587,89.594437,0,0.002,High-Low
1588,87.106346,0,0.002,High-Low
1589,81.893768,0,0.174,Not Significant
1590,90.450768,1,0.01,High-Low
1591,94.697807,2,0.006,High-High
1592,59.1548,0,0.016,Low-Low
1593,77.164665,0,0.55,Not Significant
1594,60.635498,1,0.058,Low-Low
1595,83.739594,2,0.428,Not Significant
1596,99.5494,19,0.002,High-High
1597,88.496681,1,0.024,High-Low
1598,76.282318,0,0.234,Not Significant
1599,72.817604,0,0.106,Not Significant
1600,86.028748,1,0.11,Not Significant
1601,98.431145,2,0.376,Not Significant
1602,86.932556,0,0.008,High-Low
1603,87.125786,0,0.006,High-Low
1604,85.002205,0,0.03,High-Low
1605,82.301506,0,0.164,Not Significant
1606,67.546661,1,0.274,Not Significant
1607,61.775513,0,0.022,Low-Low
1608,77.660263,1,0.7,Not Significant
1609,99.976112,12,0.002,High-High
1610,84.058624,0,0.026,High-Low
1611,82.560631,0,0.052,High-Low
1612,65.346809,1,0.126,Not Significant
1613,99.163177,3,0.022,High-High
1614,68.880035,0,0.048,Low-Low
1615,56.879936,0,0.01,Low-Low
1616,58.892406,0,0.016,Low-Low
1617,73.727844,4,0.026,Low-High
1618,59.82164,0,0.018,Low-Low
1619,68.161018,0,0.048,Low-Low
1620,68.547203,0,0.052,Low-Low
1621,83.002518,0,0.046,High-Low
1622,71.611481,1,0.648,Not Significant
1623,84.322571,0,0.018,High-Low
1624,57.360809,1,0.018,Low-High
1625,74.100685,0,0.202,Not Significant
1626,91.778732,2,0.346,Not Significant
1627,73.92688,0,0.196,Not Significant
1628,66.104652,0,0.034,Low-Low
1629,87.127586,0,0.102,Not Significant
1630,95.380264,1,0.004,High-Low
1631,100,11,0.002,High-High
1632,66.161446,0,0.038,Low-Low
1633,80.179298,3,0.9,Not Significant
1634,72.102936,0,0.092,Low-Low
1635,99.952606,20,0.002,High-High
1636,78.036697,0,0.708,Not Significant
1637,57.470299,2,0.028,Low-High
1638,80.461807,0,0.354,Not Significant
1639,72.69371,0,0.13,Not Significant
1640,76.920937,0,0.52,Not Significant
1641,93.154457,1,0.212,Not Significant
1642,67.8965,2,0.128,Not Significant
1643,91.134148,0,0.002,High-Low
1644,83.125656,0,0.066,High-Low
1645,99.58535,2,0.158,Not Significant
1646,85.646904,1,0.104,Not Significant
1647,80.161919,1,0.408,Not Significant
1648,64.653984,0,0.042,Low-Low
1649,90.009819,0,0.002,High-Low
1650,100,19,0.002,High-High
1651,78.964844,0,0.214,Not Significant
1652,90.101585,2,0.79,Not Significant
1653,74.299973,1,0.546,Not Significant
1654,92.849617,1,0.014,High-Low
1655,94.132942,0,0.006,High-Low
1656,64.952934,0,0.028,Low-Low
1657,64.521423,0,0.018,Low-Low
1658,89.554916,0,0.002,High-Low
1659,78.123924,0,0.666,Not Significant
1660,55.277531,0,0.008,Low-Low
1661,88.972816,2,0.662,Not Significant
1662,97.306587,1,0.002,High-Low
1663,66.108566,0,0.016,Low-Low
1664,100,15,0.002,High-High
1665,56.016567,1,0.086,Low-Low
1666,84.178566,1,0.178,Not Significant
1667,65.373512,0,0.032,Low-Low
1668,73.789452,1,0.308,Not Significant
1669,94.150307,2,0.524,Not Significant
1670,95.362801,1,0.01,High-Low
1671,67.173813,0,0.046,Low-Low
1672,74.589134,0,0.226,Not Significant
1673,85.416824,1,0.092,High-Low
1674,92.17572,0,0.002,High-Low
1675,65.390594,1,0.18,Not Significant
1676,67.239319,0,0.038,Low-Low
1677,76.64785,0,0.344,Not Significant
1678,67.054764,1,0.188,Not Significant
1679,82.052803,3,0.066,High-High
1680,45.719456,0,0.008,Low-Low
1681,70.137985,0,0.054,Low-Low
1682,71.256927,0,0.144,Not Significant
1683,70.466087,1,0.976,Not Significant
1684,75.836266,0,0.438,Not Significant
1685,84.495529,0,0.05,High-Low
1686,94.564201,2,0.42,Not Significant
1687,94.816261,1,0.008,High-Low
1688,74.49781,0,0.328,Not Significant
1689,83.97599,0,0.048,High-Low
1690,91.323235,0,0.002,High-Low
1691,96.33889,0,0.002,High-Low
1692,66.71772,0,0.036,Low-Low
1693,73.050026,0,0.186,Not Significant
1694,76.431068,0,0.418,Not Significant
1695,85.145554,0,0.014,High-Low
1696,88.13649,1,0.012,High-Low
1697,97.820724,1,0.002,High-Low
1698,49.883945,0,0.014,Low-Low
1699,90.818031,0,0.004,High-Low
1700,74.277885,0,0.206,Not Significant
1701,85.590614,0,0.014,High-Low
1702,91.060318,1,0.022,High-Low
1703,89.958672,0,0.004,High-Low
1704,59.028557,0,0.008,Low-Low
1705,99.956741,19,0.002,High-High
1706,83.175705,0,0.05,High-Low
1707,85.93354,0,0.018,High-Low
1708,72.86528,0,0.272,Not Significant
1709,81.408768,1,0.162,Not Significant
1710,68.286659,0,0.054,Low-Low
1711,69.781456,1,0.41,Not Significant
1712,75.079239,0,0.268,Not Significant
1713,68.379547,0,0.04,Low-Low
1714,67.91877,0,0.062,Low-Low
1715,99.649292,8,0.002,High-High
1716,83.728706,0,0.054,High-Low
1717,64.914467,0,0.054,Low-Low
1718,89.716911,0,0.002,High-Low
1719,56.842251,1,0.078,Low-Low
1720,42.589806,0,0.002,Low-Low
1721,71.069275,0,0.086,Low-Low
1722,91.07933,0,0.006,High-Low
1723,85.961662,0,0.012,High-Low
1724,63.745464,0,0.02,Low-Low
1725,77.30896,1,0.816,Not Significant
1726,49.697662,0,0.008,Low-Low
1727,88.922729,0,0.002,High-Low
1728,88.988777,0,0.004,High-Low
1729,81.148834,0,0.308,Not Significant
1730,74.819649,0,0.42,Not Significant
1731,87.418442,1,0.04,High-Low
1732,99.944954,12,0.002,High-High
1733,69.22525,0,0.042,Low-Low
1734,84.051132,0,0.022,High-Low
1735,78.585114,1,0.684,Not Significant
1736,83.005959,0,0.114,Not Significant
1737,85.601021,0,0.006,High-Low
1738,67.003387,1,0.222,Not Significant
1739,83.081604,1,0.132,Not Significant
1740,88.781487,0,0.004,High-Low
1741,65.521004,0,0.04,Low-Low
1742,89.934036,1,0.008,High-Low
1743,85.676567,0,0.018,High-Low
1744,88.643669,0,0.004,High-Low
1745,56.301189,0,0.008,Low-Low
1746,99.959702,18,0.002,High-High
1747,98.268539,18,0.002,High-High
1748,99.888199,11,0.002,High-High
1749,100,14,0.002,High-High
1750,77.732162,1,0.858,Not Significant
1751,77.924515,2,0.546,Not Significant
1752,77.144516,0,0.528,Not Significant
1753,82.95591,0,0.08,High-Low
1754,78.544922,0,0.96,Not Significant
1755,77.400497,1,0.674,Not Significant
1756,66.082977,0,0.032,Low-Low
1757,95.842545,0,0.002,High-Low
1758,75.485847,0,0.276,Not Significant
1759,72.747108,0,0.132,Not Significant
1760,85.386604,0,0.006,High-Low
1761,66.470749,1,0.202,Not Significant
1762,67.154877,0,0.048,Low-Low
1763,66.419289,1,0.138,Not Significant
1764,95.597115,0,0.002,High-Low
1765,63.939903,0,0.026,Low-Low
1766,73.479729,0,0.13,Not Significant
1767,71.928749,0,0.096,Low-Low
1768,74.449364,0,0.28,Not Significant
1769,81.614807,6,0.05,High-High
1770,74.004738,0,0.168,Not Significant
1771,100,19,0.002,High-High
1772,98.338821,0,0.002,High-Low
1773,99.26297,1,0.018,High-Low
1774,93.976753,2,0.486,Not Significant
1775,82.068779,0,0.074,High-Low
1776,69.313873,0,0.048,Low-Low
1777,69.896378,0,0.084,Low-Low
1778,71.726067,1,0.57,Not Significant
1779,70.003693,0,0.088,Low-Low
1780,99.163361,3,0.022,High-High
1781,67.184685,0,0.038,Low-Low
1782,67.119934,1,0.196,Not Significant
1783,67.916122,0,0.036,Low-Low
1784,72.581848,0,0.12,Not Significant
1785,99.988197,11,0.002,High-High
1786,84.486801,1,0.388,Not Significant
1787,81.921997,1,0.248,Not Significant
1788,100,11,0.002,High-High
1789,84.066635,0,0.028,High-Low
1790,72.656487,1,0.35,Not Significant
1791,85.365555,0,0.012,High-Low
1792,83.701988,1,0.192,Not Significant
1793,90.310951,1,0.036,High-Low
1794,54.306152,0,0.008,Low-Low
1795,60.934605,0,0.02,Low-Low
1796,91.427765,0,0.002,High-Low
1797,94.077705,1,0.004,High-Low
1798,77.455666,0,0.454,Not Significant
1799,92.538391,0,0.002,High-Low
1800,92.967125,2,0.478,Not Significant
1801,71.315491,0,0.076,Low-Low
1802,75.601738,0,0.272,Not Significant
1803,92.925522,0,0.002,High-Low
1804,100,11,0.002,High-High
1805,84.085739,0,0.03,High-Low
1806,99.988777,18,0.002,High-High
1807,77.976379,6,0.212,Not Significant
1808,84.17543,2,0.94,Not Significant
1809,73.598976,0,0.14,Not Significant
1810,91.168007,2,0.576,Not Significant
1811,87.603195,1,0.042,High-Low
1812,63.460522,0,0.022,Low-Low
1813,81.881592,0,0.062,High-Low
1814,99.584969,0,0.002,High-Low
1815,77.376778,0,0.532,Not Significant
1816,81.925163,1,0.378,Not Significant
1817,68.252983,0,0.05,Low-Low
1818,59.036015,0,0.012,Low-Low
1819,89.135071,0,0.004,High-Low
1820,91.596443,2,0.706,Not Significant
1821,63.074841,1,0.148,Not Significant
1822,67.199295,0,0.034,Low-Low
1823,71.908974,2,0.712,Not Significant
1824,100,19,0.002,High-High
1825,58.212509,0,0.006,Low-Low
1826,71.934814,1,0.43,Not Significant
1827,76.804359,1,0.536,Not Significant
1828,99.473991,10,0.002,High-High
1829,94.768501,2,0.474,Not Significant
1830,87.626907,1,0.048,High-Low
1831,79.292328,0,0.866,Not Significant
1832,98.723587,3,0.014,High-High
1833,67.82338,0,0.04,Low-Low
1834,80.884201,0,0.514,Not Significant
1835,65.695953,0,0.036,Low-Low
1836,74.374359,0,0.348,Not Significant
1837,69.400558,0,0.044,Low-Low
1838,82.876694,1,0.162,Not Significant
1839,84.33168,1,0.182,Not Significant
1840,92.09388,0,0.002,High-Low
1841,71.518936,0,0.094,Low-Low
1842,89.270386,1,0.03,High-Low
1843,89.844254,0,0.006,High-Low
1844,92.836571,1,0.018,High-Low
1845,77.070862,0,0.724,Not Significant
1846,55.972301,0,0.008,Low-Low
1847,75.844894,1,0.53,Not Significant
1848,86.835251,0,0.01,High-Low
1849,63.742931,1,0.098,Low-Low
1850,96.666862,10,0.002,High-High
1851,92.222267,2,0.558,Not Significant
1852,61.465092,0,0.03,Low-Low
1853,92.299065,1,0.006,High-Low
1854,92.380478,1,0.012,High-Low
1855,80.257027,0,0.736,Not Significant
1856,98.216469,10,0.002,High-High
1857,61.710461,0,0.014,Low-Low
1858,84.60569,0,0.03,High-Low
1859,73.848465,2,0.624,Not Significant
1860,79.122208,0,0.298,Not Significant
1861,80.388458,0,0.374,Not Significant
1862,83.617943,0,0.058,High-Low
1863,88.846291,0,0.002,High-Low
1864,81.361069,1,0.364,Not Significant
1865,76.269829,1,0.734,Not Significant
1866,67.496643,0,0.024,Low-Low
1867,70.158142,0,0.044,Low-Low
1868,90.719872,0,0.002,High-Low
1869,80.439095,1,0.524,Not Significant
1870,79.994621,0,0.498,Not Significant
1871,74.002388,1,0.504,Not Significant
1872,99.562126,12,0.002,High-High
1873,87.525696,0,0.004,High-Low
1874,88.113472,1,0.042,High-Low
1875,62.856232,0,0.02,Low-Low
1876,92.610565,0,0.002,High-Low
1877,91.019585,0,0.004,High-Low
1878,65.767426,0,0.026,Low-Low
1879,90.787354,1,0.032,High-Low
1880,93.013596,1,0.008,High-Low
1881,100,10,0.002,High-High
1882,87.173363,0,0.008,High-Low
1883,94.559067,0,0.002,High-Low
1884,76.5961,1,0.646,Not Significant
1885,63.772839,0,0.026,Low-Low
1886,75.726364,1,0.666,Not Significant
1887,93.589081,2,0.632,Not Significant
1888,76.730835,0,0.668,Not Significant
1889,56.757305,0,0.014,Low-Low
1890,87.53849,1,0.144,Not Significant
1891,91.595177,1,0.002,High-Low
1892,64.537476,0,0.034,Low-Low
1893,69.080444,0,0.044,Low-Low
1894,76.560593,0,0.358,Not Significant
1895,61.194687,0,0.016,Low-Low
1896,99.982758,12,0.002,High-High
1897,99.976112,12,0.002,High-High
1898,74.518936,2,0.52,Not Significant
1899,83.805374,0,0.04,High-Low
1900,100,11,0.002,High-High
1901,83.48436,0,0.042,High-Low
1902,65.514793,1,0.274,Not Significant
1903,87.8433,2,0.774,Not Significant
1904,88.038795,0,0.008,High-Low
1905,82.056564,0,0.066,High-Low
1906,88.57856,1,0.026,High-Low
1907,87.663536,1,0.048,High-Low
1908,61.449345,0,0.02,Low-Low
1909,93.050987,0,0.002,High-Low
1910,59.278496,0,0.032,Low-Low
1911,91.422737,1,0.04,High-Low
1912,96.153976,2,0.348,Not Significant
1913,89.998184,0,0.004,High-Low
1914,89.72831,1,0.094,High-Low
1915,75.408127,0,0.108,Not Significant
1916,74.76091,0,0.132,Not Significant
1917,82.200813,1,0.188,Not Significant
1918,80.525894,0,0.368,Not Significant
1919,99.444862,2,0.374,Not Significant
1920,87.057823,1,0.026,High-Low
1921,90.517082,0,0.002,High-Low
1922,82.843765,0,0.108,Not Significant
1923,81.513069,1,0.386,Not Significant
1924,88.925148,0,0.006,High-Low
1925,73.308167,0,0.112,Not Significant
1926,79.637726,0,0.916,Not Significant
1927,76.629303,0,0.422,Not Significant
1928,49.706673,17,0.002,Low-High
1929,92.351059,2,0.524,Not Significant
1930,53.257053,0,0.002,Low-Low
1931,99.077316,3,0.02,High-High
1932,68.050545,0,0.062,Low-Low
1933,56.0354,0,0.008,Low-Low
1934,63.188568,0,0.04,Low-Low
1935,67.937569,2,0.028,Low-High
1936,67.076721,0,0.07,Low-Low
1937,83.961868,0,0.028,High-Low
1938,100,18,0.002,High-High
1939,71.166321,0,0.104,Not Significant
1940,67.961136,1,0.264,Not Significant
1941,91.365746,1,0.108,Not Significant
1942,76.473953,0,0.432,Not Significant
1943,66.111069,0,0.028,Low-Low
1944,91.223045,0,0.01,High-Low
1945,97.542976,1,0.004,High-Low
1946,65.866127,0,0.03,Low-Low
1947,66.043953,0,0.046,Low-Low
1948,82.874039,0,0.052,High-Low
1949,78.449837,3,0.888,Not Significant
1950,86.296959,1,0.142,Not Significant
1951,74.39489,0,0.236,Not Significant
1952,87.965736,1,0.072,High-Low
1953,64.637505,0,0.03,Low-Low
1954,64.606262,0,0.09,Low-Low
1955,69.79229,2,0.018,Low-High
1956,75.257828,0,0.282,Not Significant
1957,76.908585,1,0.968,Not Significant
1958,85.506989,0,0.014,High-Low
1959,80.26638,0,0.31,Not Significant
1960,71.933701,2,0.186,Not Significant
1961,100,19,0.002,High-High
1962,89.613342,0,0.002,High-Low
1963,98.978752,2,0.386,Not Significant
1964,83.010262,1,0.152,Not Significant
1965,73.237251,3,0.016,Low-High
1966,72.00193,0,0.498,Not Significant
1967,68.042587,0,0.032,Low-Low
1968,72.817184,1,0.568,Not Significant
1969,100,19,0.002,High-High
1970,65.153877,1,0.082,Low-Low
1971,80.859169,0,0.154,Not Significant
1972,86.493813,2,0.888,Not Significant
1973,78.52507,0,0.796,Not Significant
1974,91.343613,1,0.032,High-Low
1975,89.52063,0,0.004,High-Low
1976,65.278107,0,0.034,Low-Low
1977,79.409859,1,0.75,Not Significant
1978,69.725471,0,0.06,Low-Low
1979,88.680939,0,0.004,High-Low
1980,78.530228,0,0.8,Not Significant
1981,51.746609,0,0.01,Low-Low
1982,76.861053,2,0.452,Not Significant
1983,76.78701,0,0.454,Not Significant
1984,89.385567,1,0.032,High-Low
1985,64.865112,0,0.03,Low-Low
1986,97.115913,1,0.004,High-Low
1987,69.336494,1,0.132,Not Significant
1988,56.527161,1,0.058,Low-Low
1989,88.518898,1,0.088,High-Low
1990,69.080048,0,0.05,Low-Low
1991,93.987694,2,0.506,Not Significant
1992,94.918755,1,0.014,High-Low
1993,61.972328,0,0.024,Low-Low
1994,73.265694,0,0.176,Not Significant
1995,83.713303,1,0.074,High-Low
1996,94.155708,0,0.002,High-Low
1997,66.647125,1,0.196,Not Significant
1998,97.308807,1,0.014,High-Low
1999,66.124931,0,0.054,Low-Low
2000,96.744713,12,0.002,High-High
2001,46.026993,0,0.004,Low-Low
2002,61.164936,1,0.05,Low-Low
2003,63.615562,0,0.04,Low-Low
2004,62.611996,3,0.26,Not Significant
2005,73.039276,0,0.226,Not Significant
2006,73.69339,0,0.228,Not Significant
2007,83.977272,0,0.018,High-Low
2008,81.666588,0,0.204,Not Significant
2009,92.549248,2,0.52,Not Significant
2010,96.10392,1,0.002,High-Low
2011,75.66037,0,0.328,Not Significant
2012,83.73661,0,0.104,Not Significant
2013,91.89521,0,0.002,High-Low
2014,95.662704,0,0.002,High-Low
2015,64.847931,0,0.056,Low-Low
2016,84.111885,3,0.394,Not Significant
2017,67.784157,0,0.042,Low-Low
2018,83.132637,0,0.154,Not Significant
2019,88.930634,2,0.644,Not Significant
2020,97.69838,1,0.006,High-Low
2021,93.402954,0,0.002,High-Low
2022,90.654915,0,0.004,High-Low
2023,74.835693,0,0.226,Not Significant
2024,72.564171,0,0.278,Not Significant
2025,93.964645,1,0.036,High-Low
2026,95.928329,2,0.868,Not Significant
2027,77.397728,1,0.754,Not Significant
2028,93.756104,1,0.014,High-Low
2029,99.303078,12,0.002,High-High
2030,98.85881,0,0.002,High-Low
2031,57.105453,0,0.012,Low-Low
2032,82.980347,0,0.064,High-Low
2033,73.402054,1,0.498,Not Significant
2034,99.66613,17,0.002,High-High
2035,85.478638,1,0.028,High-Low
2036,76.987312,0,0.564,Not Significant
2037,70.915817,0,0.128,Not Significant
2038,85.467056,1,0.114,Not Significant
2039,68.710266,0,0.05,Low-Low
2040,71.00161,0,0.078,Low-Low
2041,71.522469,1,0.818,Not Significant
2042,100,10,0.002,High-High
2043,74.118904,0,0.236,Not Significant
2044,69.366676,0,0.05,Low-Low
2045,83.500038,2,0.858,Not Significant
2046,99.431129,9,0.002,High-High
2047,74.390228,3,0.016,Low-High
2048,56.308495,1,0.066,Low-Low
2049,40.548653,0,0.004,Low-Low
2050,89.733742,0,0.002,High-Low
2051,84.372635,0,0.016,High-Low
2052,62.377441,0,0.014,Low-Low
2053,59.230648,0,0.02,Low-Low
2054,84.593979,0,0.024,High-Low
2055,88.318405,0,0.004,High-Low
2056,80.928307,0,0.208,Not Significant
2057,74.610313,0,0.236,Not Significant
2058,69.86985,1,0.186,Not Significant
2059,85.851929,0,0.008,High-Low
2060,79.573387,1,0.914,Not Significant
2061,84.922188,1,0.108,Not Significant
2062,67.602287,0,0.054,Low-Low
2063,85.9468,1,0.132,Not Significant
2064,88.175758,0,0.004,High-Low
2065,70.802193,0,0.066,Low-Low
2066,91.757095,0,0.004,High-Low
2067,89.409477,0,0.002,High-Low
2068,86.176773,0,0.004,High-Low
2069,73.023048,0,0.116,Not Significant
2071,78.094193,0,0.774,Not Significant
2072,99.939934,16,0.002,High-High
2073,99.510147,18,0.002,High-High
2074,100,14,0.002,High-High
2075,77.936485,1,0.922,Not Significant
2076,80.978508,2,0.534,Not Significant
2077,76.046944,0,0.422,Not Significant
2078,83.304619,0,0.038,High-Low
2079,82.194725,0,0.114,Not Significant
2080,87.733681,0,0.002,High-Low
2081,72.601074,1,0.57,Not Significant
2082,87.918449,2,0.662,Not Significant
2083,68.34079,1,0.45,Not Significant
2084,67.434853,0,0.04,Low-Low
2085,97.145767,0,0.002,High-Low
2086,87.781891,0,0.002,High-Low
2087,83.481468,0,0.18,Not Significant
2088,86.740395,0,0.006,High-Low
2089,65.885544,0,0.032,Low-Low
2090,88.711571,2,0.716,Not Significant
2091,70.175133,0,0.066,Low-Low
2092,62.867294,0,0.016,Low-Low
2093,75.695778,0,0.262,Not Significant
2094,79.478554,0,0.89,Not Significant
2095,71.718307,0,0.096,Low-Low
2096,76.754089,0,0.358,Not Significant
2097,95.825958,9,0.002,High-High
2098,97.480782,0,0.002,High-Low
2099,98.055939,3,0.24,Not Significant
2100,94.143448,2,0.458,Not Significant
2101,85.719376,2,0.178,Not Significant
2102,68.357399,0,0.054,Low-Low
2103,85.996269,1,0.076,High-Low
2104,66.428757,0,0.046,Low-Low
2105,99.159004,3,0.024,High-High
2106,68.479736,0,0.052,Low-Low
2107,92.784737,0,0.004,High-Low
2108,72.22979,0,0.106,Not Significant
2109,82.945,0,0.168,Not Significant
2110,99.991592,11,0.002,High-High
2111,84.147514,2,0.85,Not Significant
2112,77.645294,0,0.454,Not Significant
2113,100,11,0.002,High-High
2114,83.321564,0,0.044,High-Low
2115,89.717545,0,0.004,High-Low
2116,71.142868,1,0.162,Not Significant
2117,80.77243,1,0.554,Not Significant
2118,91.27243,1,0.016,High-Low
2119,68.002869,0,0.052,Low-Low
2120,66.448257,0,0.02,Low-Low
2121,93.476067,1,0.004,High-Low
2122,93.026245,0,0.002,High-Low
2123,74.581047,0,0.22,Not Significant
2124,68.851517,1,0.312,Not Significant
2125,90.899437,2,0.728,Not Significant
2126,76.671532,0,0.418,Not Significant
2127,99.995644,11,0.002,High-High
2128,99.034401,6,0.002,High-High
2129,100,11,0.002,High-High
2130,78.479691,0,0.702,Not Significant
2131,99.987602,18,0.002,High-High
2132,99.998764,19,0.002,High-High
2133,75.590881,4,0.048,Low-High
2134,69.096558,1,0.282,Not Significant
2135,73.229172,0,0.134,Not Significant
2136,77.721985,1,0.61,Not Significant
2137,93.916695,2,0.476,Not Significant
2138,77.241531,0,0.54,Not Significant
2139,86.064148,1,0.152,Not Significant
2140,75.730553,0,0.282,Not Significant
2141,62.162235,0,0.016,Low-Low
2142,86.431786,0,0.006,High-Low
2143,99.404747,1,0.002,High-Low
2144,77.345406,0,0.538,Not Significant
2145,91.188148,1,0.006,High-Low
2146,77.126198,1,0.998,Not Significant
2147,95.961594,2,0.52,Not Significant
2148,56.596489,0,0.004,Low-Low
2149,87.614098,0,0.002,High-Low
2150,88.992325,2,0.796,Not Significant
2151,56.198395,1,0.044,Low-Low
2152,67.648811,0,0.054,Low-Low
2153,65.543152,1,0.148,Not Significant
2154,100,19,0.002,High-High
2155,61.122116,0,0.008,Low-Low
2156,72.284943,1,0.406,Not Significant
2157,90.896187,0,0.002,High-Low
2158,63.607353,1,0.106,Not Significant
2159,99.701546,11,0.002,High-High
2160,71.840805,0,0.072,Low-Low
2161,86.757462,1,0.042,High-Low
2162,100,11,0.002,High-High
2163,80.109268,1,0.474,Not Significant
2164,87.066719,2,0.67,Not Significant
2165,80.809456,0,0.584,Not Significant
2166,82.179161,2,0.456,Not Significant
2167,65.981544,0,0.032,Low-Low
2168,85.943863,1,0.118,Not Significant
2169,89.608101,0,0.002,High-Low
2170,66.159592,0,0.032,Low-Low
2171,90.990616,0,0.006,High-Low
2172,85.574715,0,0.01,High-Low
2173,79.650986,1,0.294,Not Significant
2174,89.996498,0,0.006,High-Low
2175,76.653496,1,0.708,Not Significant
2176,83.824081,0,0.058,High-Low
2177,62.712448,0,0.022,Low-Low
2178,95.495369,6,0.002,High-High
2179,78.32576,0,0.838,Not Significant
2180,91.016434,2,0.898,Not Significant
2181,65.709724,0,0.026,Low-Low
2182,91.648361,0,0.006,High-Low
2184,91.245529,8,0.002,High-High
2185,64.556297,1,0.086,Low-Low
2186,67.776169,0,0.044,Low-Low
2187,86.376724,1,0.138,Not Significant
2188,66.755127,0,0.036,Low-Low
2189,99.90451,10,0.002,High-High
2190,80.96254,0,0.142,Not Significant
2191,80.278481,0,0.376,Not Significant
2192,67.164436,0,0.034,Low-Low
2193,71.53878,0,0.104,Not Significant
2194,89.702888,0,0.004,High-Low
2195,82.803322,0,0.106,Not Significant
2196,74.908203,0,0.25,Not Significant
2197,62.945595,0,0.016,Low-Low
2198,72.089531,1,0.424,Not Significant
2199,67.864304,0,0.036,Low-Low
2200,90.91217,0,0.004,High-Low
2201,88.819023,1,0.106,Not Significant
2202,92.096176,0,0.004,High-Low
2203,95.993469,0,0.002,High-Low
2204,94.51915,0,0.002,High-Low
2205,66.851204,0,0.038,Low-Low
2206,88.826744,1,0.032,High-Low
2207,92.04081,1,0.014,High-Low
2208,87.17292,0,0.008,High-Low
2209,96.586784,3,0.02,High-High
2210,94.795074,0,0.002,High-Low
2211,78.40551,0,0.758,Not Significant
2212,60.23547,0,0.018,Low-Low
2213,74.155075,1,0.662,Not Significant
2214,100,19,0.002,High-High
2215,61.391476,0,0.012,Low-Low
2216,95.606148,2,0.024,High-High
2217,64.459641,0,0.026,Low-Low
2218,68.176353,0,0.034,Low-Low
2219,77.593346,2,0.728,Not Significant
2220,82.403358,0,0.094,High-Low
2221,100,11,0.002,High-High
2222,65.588501,1,0.118,Not Significant
2223,85.730988,0,0.008,High-Low
2224,83.298363,0,0.042,High-Low
2225,81.845963,0,0.214,Not Significant
2226,91.295403,1,0.014,High-Low
2227,98.306587,12,0.002,High-High
2228,57.547718,0,0.008,Low-Low
2229,93.436668,0,0.002,High-Low
2230,62.19339,1,0.162,Not Significant
2231,92.594284,1,0.028,High-Low
2232,96.089157,2,0.38,Not Significant
2233,90.148987,0,0.002,High-Low
2234,61.878887,0,0.014,Low-Low
2235,94.848618,2,0.466,Not Significant
2236,80.95575,0,0.276,Not Significant
2237,88.187225,1,0.042,High-Low
2238,87.774513,2,0.752,Not Significant
2239,81.026878,1,0.51,Not Significant
2240,76.728676,1,0.734,Not Significant
2241,72.268692,0,0.118,Not Significant
2242,79.274635,0,0.97,Not Significant
