OBJECTID,EACODE,SecTer_in_180,LISA_I_secter,LISA_CL_secter,LISA_P_secter,MORAN_STD_secter,MORAN_LAG_secter
1325,30801100,2,0.00157249,0,0.299,0.083103356,0.018922102
1326,31001074,1,0.041287735,0,0.388,-0.173621657,-0.23780291
1327,10203021,0,0.163102105,0,0.155,-0.430346669,-0.379001667
1328,30121806,1,0.03014448,0,0.391,-0.173621657,-0.173621657
1329,30101007,0,0.185198256,0,0.309,-0.430346669,-0.430346669
1330,20604058,0,0.185198256,0,0.061,-0.430346669,-0.430346669
1331,20603009,0,0.185198256,2,0.018,-0.430346669,-0.430346669
1332,30902044,0,0.185198256,0,0.086,-0.430346669,-0.430346669
1333,10408002,0,0.185198256,2,0.034,-0.430346669,-0.430346669
1334,30108028,0,0.185198256,2,0.035,-0.430346669,-0.430346669
1335,30307012,2,0.006906168,0,0.363,0.083103356,0.083103356
1336,10507801,1,0.03014448,0,0.38,-0.173621657,-0.173621657
1337,20909009,0,0.185198256,2,0.004,-0.430346669,-0.430346669
1338,30107042,0,0.171388162,2,0.028,-0.430346669,-0.398256043
1339,20681005,15,11.91954914,1,0.001,3.420528517,3.48470977
1340,30553007,10,4.688266725,1,0.001,2.136903455,2.193953458
1341,20702048,1,0.03014448,0,0.42,-0.173621657,-0.173621657
1342,10502038,0,0.157578067,0,0.26,-0.430346669,-0.366165416
1343,30102049,0,0.185198256,2,0.023,-0.430346669,-0.430346669
1344,20302012,0,0.185198256,0,0.092,-0.430346669,-0.430346669
1345,10220707,1,0.03014448,0,0.473,-0.173621657,-0.173621657
1346,30305086,0,0.185198256,2,0.011,-0.430346669,-0.430346669
1347,20902026,0,0.185198256,0,0.08,-0.430346669,-0.430346669
1348,31201061,0,0.163102105,0,0.156,-0.430346669,-0.379001667
1349,20807025,1,0.03014448,0,0.476,-0.173621657,-0.173621657
1350,31105011,0,0.185198256,0,0.104,-0.430346669,-0.430346669
1351,30306102,1,-0.005513938,0,0.356,-0.173621657,0.031758353
1352,20637007,18,17.71569034,1,0.001,4.190703555,4.227378557
1353,30546906,11,5.114952943,1,0.002,2.393628468,2.136903455
1354,20612008,3,0.090556908,0,0.237,0.339828368,0.266478364
1355,20602078,0,0.163102105,0,0.168,-0.430346669,-0.379001667
1356,30107908,0,0.185198256,0,0.171,-0.430346669,-0.430346669
1357,20615071,1,0.03014448,0,0.419,-0.173621657,-0.173621657
1358,20601029,0,0.019477125,0,0.493,-0.430346669,-0.045259151
1359,20614022,0,0.185198256,2,0.017,-0.430346669,-0.430346669
1360,20703022,1,0.03014448,0,0.463,-0.173621657,-0.173621657
1361,10508015,0,0.185198256,2,0.05,-0.430346669,-0.430346669
1362,30820705,2,0.006906168,0,0.387,0.083103356,0.083103356
1363,20111037,0,0.171388162,2,0.039,-0.430346669,-0.398256043
1364,30549001,10,4.84065466,1,0.001,2.136903455,2.265265961
1365,10503026,1,0.059859828,0,0.231,-0.173621657,-0.344771665
1366,10302003,0,0.157578067,0,0.252,-0.430346669,-0.366165416
1367,20402009,0,0.136095698,0,0.204,-0.430346669,-0.316246664
1368,20801012,0,0.185198256,0,0.082,-0.430346669,-0.430346669
1369,20801904,0,0.17415018,2,0.003,-0.430346669,-0.404674168
1370,30201013,0,0.185198256,0,0.058,-0.430346669,-0.430346669
1371,10505024,0,0.10233769,0,0.489,-0.430346669,-0.23780291
1372,30106075,0,0.185198256,2,0.021,-0.430346669,-0.430346669
1373,30803062,0,0.153632326,0,0.152,-0.430346669,-0.356996666
1374,10304001,1,0.042879629,0,0.362,-0.173621657,-0.24697166
1375,30404034,0,0.185198256,2,0.02,-0.430346669,-0.430346669
1376,30802013,0,0.185198256,2,0.049,-0.430346669,-0.430346669
1377,30203011,0,0.185198256,2,0.036,-0.430346669,-0.430346669
1378,30602014,0,0.157578067,0,0.12,-0.430346669,-0.366165416
1379,30805060,0,0.185198256,2,0.03,-0.430346669,-0.430346669
1380,30711015,0,0.185198256,2,0.022,-0.430346669,-0.430346669
1381,30804011,0,0.185198256,2,0.041,-0.430346669,-0.430346669
1382,20610028,0,0.185198256,2,0.027,-0.430346669,-0.430346669
1383,31003015,0,0.185198256,0,0.057,-0.430346669,-0.430346669
1384,20666004,19,19.77962086,1,0.001,4.447428567,4.447428567
1385,30302050,0,0.185198256,2,0.031,-0.430346669,-0.430346669
1386,20686014,20,21.78401122,1,0.001,4.70415358,4.630803576
1387,30301001,0,0.153632326,0,0.16,-0.430346669,-0.356996666
1388,30404030,0,0.185198256,0,0.054,-0.430346669,-0.430346669
1389,31001098,0,0.185198256,2,0.022,-0.430346669,-0.430346669
1390,20105008,1,0.03014448,0,0.496,-0.173621657,-0.173621657
1391,20688012,6,1.125245446,1,0.012,1.110003405,1.013731526
1392,30702002,1,0.021229875,0,0.405,-0.173621657,-0.122276654
1393,20107022,0,0.185198256,2,0.03,-0.430346669,-0.430346669
1394,30107033,0,0.185198256,0,0.092,-0.430346669,-0.430346669
1395,30210012,0,0.185198256,0,0.168,-0.430346669,-0.430346669
1396,30507010,6,1.118121305,1,0.037,1.110003405,1.0073134
1397,20604024,1,0.03014448,0,0.481,-0.173621657,-0.173621657
1398,10105006,0,0.185198256,0,0.332,-0.430346669,-0.430346669
1399,20404025,0,0.185198256,2,0.029,-0.430346669,-0.430346669
1400,20205012,0,0.185198256,0,0.097,-0.430346669,-0.430346669
1401,30204015,1,0.015286806,0,0.45,-0.173621657,-0.088046653
1402,30902010,0,0.185198256,2,0.015,-0.430346669,-0.430346669
1403,20606038,0,0.185198256,0,0.061,-0.430346669,-0.430346669
1404,20406039,1,0.012315271,0,0.391,-0.173621657,-0.070931652
1405,30206013,0,0.185198256,2,0.003,-0.430346669,-0.430346669
1406,30405001,0,0.185198256,2,0.032,-0.430346669,-0.430346669
1407,31007050,0,0.096813653,0,0.365,-0.430346669,-0.224966659
1408,30806027,0,0.185198256,0,0.056,-0.430346669,-0.430346669
1409,31106002,0,0.185198256,2,0.037,-0.430346669,-0.430346669
1410,10502004,1,0.022040294,0,0.402,-0.173621657,-0.126944382
1411,30102006,0,0.185198256,2,0.039,-0.430346669,-0.430346669
1412,30105053,0,0.185198256,2,0.007,-0.430346669,-0.430346669
1413,30503016,0,0.185198256,2,0.037,-0.430346669,-0.430346669
1414,30104004,1,0.059859828,0,0.216,-0.173621657,-0.344771665
1415,10520709,1,0.03014448,0,0.365,-0.173621657,-0.173621657
1416,20904006,0,0.185198256,2,0.011,-0.430346669,-0.430346669
1417,30203069,0,0.185198256,2,0.032,-0.430346669,-0.430346669
1418,30305052,0,0.185198256,2,0.05,-0.430346669,-0.430346669
1419,20615037,1,0.03014448,0,0.499,-0.173621657,-0.173621657
1420,10102024,0,0.185198256,2,0.009,-0.430346669,-0.430346669
1421,31202055,0,0.185198256,0,0.087,-0.430346669,-0.430346669
1422,10205003,0,0.185198256,2,0.03,-0.430346669,-0.430346669
1423,20801036,0,0.185198256,0,0.091,-0.430346669,-0.430346669
1424,30306010,0,0.185198256,2,0.033,-0.430346669,-0.430346669
1425,30705013,0,0.166784797,0,0.104,-0.430346669,-0.387559167
1426,30550007,11,5.524622475,1,0.001,2.393628468,2.308053463
1427,20607005,0,0.141005954,0,0.323,-0.430346669,-0.327656664
1428,20680003,16,14.46623648,1,0.001,3.67725353,3.933978542
1429,20653022,18,17.56199628,1,0.001,4.190703555,4.190703555
1430,30552005,11,5.729457241,1,0.001,2.393628468,2.393628468
1431,30306032,0,0.185198256,2,0.028,-0.430346669,-0.430346669
1432,20655020,14,9.893620119,1,0.001,3.163803505,3.127128503
1433,30101063,0,0.185198256,0,0.102,-0.430346669,-0.430346669
1434,20603065,2,-0.001627716,0,0.36,0.083103356,-0.019586649
1435,30331002,2,0.006906168,0,0.382,0.083103356,0.083103356
1436,20901024,1,0.052430991,0,0.313,-0.173621657,-0.301984163
1437,30901051,0,0.185198256,2,0.018,-0.430346669,-0.430346669
1438,30501015,1,0.03014448,0,0.5,-0.173621657,-0.173621657
1439,30605027,0,0.141005954,0,0.325,-0.430346669,-0.327656664
1440,20112024,0,0.185198256,2,0.018,-0.430346669,-0.430346669
1441,30710067,0,0.185198256,0,0.088,-0.430346669,-0.430346669
1442,10501045,0,0.185198256,0,0.183,-0.430346669,-0.430346669
1443,31201117,0,0.163102105,2,0.032,-0.430346669,-0.379001667
1444,30801065,2,0.006906168,0,0.352,0.083103356,0.083103356
1445,31001055,1,0.049247203,0,0.345,-0.173621657,-0.283646662
1446,20604039,1,0.03014448,0,0.386,-0.173621657,-0.173621657
1447,31202066,0,0.185198256,2,0.005,-0.430346669,-0.430346669
1448,20908025,0,0.185198256,2,0.047,-0.430346669,-0.430346669
1449,31001094,0,0.185198256,2,0.026,-0.430346669,-0.430346669
1450,30109013,0,0.185198256,0,0.327,-0.430346669,-0.430346669
1451,30202902,1,0.041874222,0,0.17,-0.173621657,-0.241180871
1452,20638012,19,19.77962086,1,0.001,4.447428567,4.447428567
1453,30709027,0,0.169415291,0,0.065,-0.430346669,-0.393671668
1454,10301001,3,0.086402506,0,0.228,0.339828368,0.254253364
1455,31202801,0,0.185198256,0,0.057,-0.430346669,-0.430346669
1456,20303026,1,0.052430991,0,0.34,-0.173621657,-0.301984163
1457,20702029,0,0.185198256,2,0.006,-0.430346669,-0.430346669
1458,10534003,3,0.11548332,0,0.211,0.339828368,0.339828368
1459,20501006,1,0.03014448,0,0.458,-0.173621657,-0.173621657
1460,30601012,0,0.166784797,0,0.112,-0.430346669,-0.387559167
1461,20406005,1,0.052430991,0,0.336,-0.173621657,-0.301984163
1462,20704027,0,0.185198256,2,0.043,-0.430346669,-0.430346669
1463,10509020,0,0.163102105,0,0.178,-0.430346669,-0.379001667
1464,31201026,1,0.021229875,0,0.402,-0.173621657,-0.122276654
1465,31002013,1,0.039059084,0,0.485,-0.173621657,-0.224966659
1466,30548008,11,5.729457241,1,0.001,2.393628468,2.393628468
1467,20807006,0,0.143767973,0,0.197,-0.430346669,-0.33407479
1468,20201042,0,0.185198256,2,0.027,-0.430346669,-0.430346669
1469,20401016,1,0.045002154,0,0.425,-0.173621657,-0.259196661
1470,20803066,0,0.129957879,0,0.439,-0.430346669,-0.301984163
1471,20906901,0,0.185198256,0,0.106,-0.430346669,-0.430346669
1472,20602043,1,0.045002154,0,0.447,-0.173621657,-0.259196661
1473,20902001,1,0.03014448,0,0.406,-0.173621657,-0.173621657
1474,20802017,0,0.185198256,2,0.025,-0.430346669,-0.430346669
1475,30202018,0,0.185198256,0,0.051,-0.430346669,-0.430346669
1476,30211901,0,0.160946383,2,0.001,-0.430346669,-0.373992398
1477,30103052,0,0.185198256,0,0.173,-0.430346669,-0.430346669
1478,20506005,0,0.185198256,0,0.094,-0.430346669,-0.430346669
1479,10405001,1,0.041287735,0,0.386,-0.173621657,-0.23780291
1480,20320703,1,0.03014448,0,0.385,-0.173621657,-0.173621657
1481,30304011,2,0.006906168,0,0.391,0.083103356,0.083103356
1482,20109004,0,0.153632326,0,0.147,-0.430346669,-0.356996666
1483,20111002,0,0.185198256,2,0.034,-0.430346669,-0.430346669
1484,30537013,11,5.729457241,1,0.006,2.393628468,2.393628468
1485,10102006,0,0.185198256,2,0.047,-0.430346669,-0.430346669
1486,30539011,11,5.831874624,1,0.002,2.393628468,2.43641597
1487,10104004,0,0.185198256,2,0.027,-0.430346669,-0.430346669
1488,10503007,0,0.185198256,0,0.054,-0.430346669,-0.430346669
1489,31104901,2,0.00157249,0,0.438,0.083103356,0.018922102
1490,20687019,17,16.48613786,1,0.001,3.933978542,4.190703555
1491,30306073,0,0.185198256,2,0.012,-0.430346669,-0.430346669
1492,30402001,8,2.802313481,1,0.005,1.62345343,1.726143435
1493,20305042,0,0.185198256,2,0.028,-0.430346669,-0.430346669
1494,10505005,2,-0.017984327,0,0.463,0.083103356,-0.216409159
1495,30106040,0,0.148371338,0,0.132,-0.430346669,-0.344771665
1496,30803027,2,0.006906168,0,0.389,0.083103356,0.083103356
1497,30404015,0,0.185198256,2,0.025,-0.430346669,-0.430346669
1498,20906042,0,0.185198256,2,0.041,-0.430346669,-0.430346669
1499,20507030,0,0.185198256,2,0.022,-0.430346669,-0.430346669
1500,30805025,0,0.141005954,0,0.331,-0.430346669,-0.327656664
1501,20908040,0,0.185198256,2,0.04,-0.430346669,-0.430346669
1502,10401023,0,0.11154442,0,0.408,-0.430346669,-0.259196661
1503,20403032,0,0.185198256,0,0.086,-0.430346669,-0.430346669
1504,30306067,0,0.185198256,2,0.007,-0.430346669,-0.430346669
1505,20701007,1,0.03014448,0,0.5,-0.173621657,-0.173621657
1506,20674010,18,17.44245646,1,0.001,4.190703555,4.162178553
1507,20405046,0,0.185198256,2,0.033,-0.430346669,-0.430346669
1508,20804033,0,0.185198256,2,0.01,-0.430346669,-0.430346669
1509,30703016,2,0.000810536,0,0.44,0.083103356,0.009753352
1510,20648003,19,19.96991522,1,0.001,4.447428567,4.490216069
1511,20806047,1,0.041287735,0,0.447,-0.173621657,-0.23780291
1512,31104042,1,0.03014448,0,0.403,-0.173621657,-0.173621657
1513,30107014,0,0.185198256,0,0.323,-0.430346669,-0.430346669
1514,20650001,19,20.00797409,1,0.001,4.447428567,4.49877357
1515,20114004,0,0.129957879,0,0.338,-0.430346669,-0.301984163
1516,20111802,0,0.185198256,0,0.289,-0.430346669,-0.430346669
1517,20904062,2,-0.001627716,0,0.482,0.083103356,-0.019586649
1518,10532004,3,0.11548332,0,0.205,0.339828368,0.339828368
1519,31107903,1,0.042030619,0,0.214,-0.173621657,-0.24208166
1520,20604005,0,0.185198256,0,0.063,-0.430346669,-0.430346669
1521,31202032,0,0.185198256,2,0.021,-0.430346669,-0.430346669
1522,20404006,0,0.129957879,0,0.32,-0.430346669,-0.301984163
1523,10507021,2,-0.011380727,0,0.493,0.083103356,-0.136946655
1524,20606003,0,0.185198256,2,0.027,-0.430346669,-0.430346669
1525,20805007,1,0.047973689,0,0.446,-0.173621657,-0.276311662
1526,31007031,0,0.185198256,2,0.025,-0.430346669,-0.430346669
1527,10204803,1,0.03014448,0,0.384,-0.173621657,-0.173621657
1528,20801092,1,0.03014448,0,0.47,-0.173621657,-0.173621657
1529,30711007,0,0.185198256,2,0.018,-0.430346669,-0.430346669
1530,10204010,1,0.03014448,0,0.494,-0.173621657,-0.173621657
1531,30103020,0,0.185198256,0,0.169,-0.430346669,-0.430346669
1532,20401031,2,0.006906168,0,0.382,0.083103356,0.083103356
1533,20803090,0,0.185198256,0,0.105,-0.430346669,-0.430346669
1534,20903022,1,0.03014448,0,0.374,-0.173621657,-0.173621657
1535,30305017,0,0.185198256,2,0.008,-0.430346669,-0.430346669
1536,30105018,1,0.03014448,0,0.408,-0.173621657,-0.173621657
1537,30108040,0,0.185198256,0,0.172,-0.430346669,-0.430346669
1538,30506044,9,3.856863532,1,0.016,1.880178443,2.051328451
1539,30706018,2,-0.009094865,0,0.384,0.083103356,-0.109440404
1540,10541003,3,0.11548332,0,0.213,0.339828368,0.339828368
1541,20603121,1,0.041287735,0,0.474,-0.173621657,-0.23780291
1542,30901107,1,0.03014448,0,0.469,-0.173621657,-0.173621657
1543,10543001,3,0.11548332,0,0.196,0.339828368,0.339828368
1544,20615002,0,0.148371338,0,0.215,-0.430346669,-0.344771665
1545,30301056,0,0.185198256,2,0.037,-0.430346669,-0.430346669
1546,20608019,1,0.041287735,0,0.366,-0.173621657,-0.23780291
1547,30801121,0,0.185198256,0,0.102,-0.430346669,-0.430346669
1548,30802042,,,,,,
1549,10203042,0,0.185198256,0,0.098,-0.430346669,-0.430346669
1550,30101028,1,0.021229875,0,0.392,-0.173621657,-0.122276654
1551,30203040,0,0.185198256,2,0.014,-0.430346669,-0.430346669
1552,20603046,0,0.185198256,2,0.03,-0.430346669,-0.430346669
1553,30902065,0,0.185198256,0,0.052,-0.430346669,-0.430346669
1554,10201010,1,0.03014448,0,0.447,-0.173621657,-0.173621657
1555,20901005,1,0.03014448,0,0.41,-0.173621657,-0.173621657
1556,30901016,0,0.185198256,2,0.044,-0.430346669,-0.430346669
1557,20706009,1,0.03014448,0,0.409,-0.173621657,-0.173621657
1558,30108020,0,0.185198256,0,0.311,-0.430346669,-0.430346669
1559,30709083,0,0.185198256,0,0.103,-0.430346669,-0.430346669
1560,30708034,1,0.015286806,0,0.27,-0.173621657,-0.088046653
1561,20112005,0,0.185198256,2,0.02,-0.430346669,-0.430346669
1562,30710032,0,0.011585642,0,0.469,-0.430346669,-0.02692165
1563,10502059,0,0.185198256,2,0.008,-0.430346669,-0.430346669
1564,10501010,1,0.047973689,0,0.46,-0.173621657,-0.276311662
1565,10546003,3,0.11548332,0,0.201,0.339828368,0.339828368
1566,31201082,0,0.185198256,2,0.047,-0.430346669,-0.430346669
1567,30801046,0,0.185198256,2,0.017,-0.430346669,-0.430346669
1568,31001020,1,0.03014448,0,0.469,-0.173621657,-0.173621657
1569,20806013,0,0.185198256,2,0.004,-0.430346669,-0.430346669
1570,20520712,1,0.03014448,0,0.487,-0.173621657,-0.173621657
1571,20651007,18,17.56199628,1,0.001,4.190703555,4.190703555
1572,20504907,0,0.185198256,2,0.019,-0.430346669,-0.430346669
1573,20908006,0,0.185198256,2,0.006,-0.430346669,-0.430346669
1574,20506905,0,0.185198256,2,0.026,-0.430346669,-0.430346669
1575,20601050,0,0.185198256,2,0.019,-0.430346669,-0.430346669
1576,20614043,1,0.03014448,0,0.415,-0.173621657,-0.173621657
1577,10404008,0,0.153632326,0,0.136,-0.430346669,-0.356996666
1578,20703043,0,0.185198256,2,0.023,-0.430346669,-0.430346669
1579,20502020,1,0.03014448,0,0.457,-0.173621657,-0.173621657
1580,20303007,0,0.148371338,0,0.219,-0.430346669,-0.344771665
1581,20108011,0,0.185198256,2,0.028,-0.430346669,-0.430346669
1582,20705041,0,0.185198256,0,0.088,-0.430346669,-0.430346669
1583,30704019,1,0.021229875,0,0.384,-0.173621657,-0.122276654
1584,20110009,0,0.185198256,0,0.058,-0.430346669,-0.430346669
1585,30536020,11,5.729457241,1,0.002,2.393628468,2.393628468
1586,10103011,0,0.185198256,2,0.026,-0.430346669,-0.430346669
1587,20402046,1,0.03014448,0,0.47,-0.173621657,-0.173621657
1588,30401801,0,0.185198256,2,0.011,-0.430346669,-0.430346669
1589,20201023,0,0.185198256,0,0.078,-0.430346669,-0.430346669
1590,30201034,0,0.185198256,2,0.027,-0.430346669,-0.430346669
1591,30401008,1,0.047973689,0,0.434,-0.173621657,-0.276311662
1592,20613003,2,0.028240878,0,0.253,0.083103356,0.339828368
1593,20803047,0,0.185198256,2,0.03,-0.430346669,-0.430346669
1594,30103035,0,0.185198256,0,0.171,-0.430346669,-0.430346669
1595,20602008,1,0.03014448,0,0.387,-0.173621657,-0.173621657
1596,30403022,2,-0.003761187,0,0.476,0.083103356,-0.045259151
1597,20647001,19,19.12718306,1,0.001,4.447428567,4.30072856
1598,30804032,1,0.041287735,0,0.466,-0.173621657,-0.23780291
1599,30604033,0,0.169415291,0,0.059,-0.430346669,-0.393671668
1600,31003036,0,0.185198256,2,0.026,-0.430346669,-0.430346669
1601,31220703,1,0.03014448,0,0.447,-0.173621657,-0.173621657
1602,30501805,2,0.006906168,0,0.38,0.083103356,0.083103356
1603,30301038,0,0.137849361,0,0.226,-0.430346669,-0.320321664
1604,10203901,0,0.185198256,2,0.048,-0.430346669,-0.430346669
1605,10506019,0,0.166784797,0,0.083,-0.430346669,-0.387559167
1606,30106021,0,0.185198256,2,0.042,-0.430346669,-0.430346669
1607,30105033,1,0.03014448,0,0.48,-0.173621657,-0.173621657
1608,20609009,0,0.185198256,2,0.011,-0.430346669,-0.430346669
1609,20906023,1,0.059859828,0,0.218,-0.173621657,-0.344771665
1610,30533011,12,7.024373569,1,0.001,2.65035348,2.65035348
1611,30503012,0,0.185198256,2,0.014,-0.430346669,-0.430346669
1612,30805006,0,0.185198256,2,0.008,-0.430346669,-0.430346669
1613,20205033,1,0.03014448,0,0.496,-0.173621657,-0.173621657
1614,10544004,3,0.11548332,0,0.255,0.339828368,0.339828368
1615,20403013,0,0.185198256,0,0.095,-0.430346669,-0.430346669
1616,20606059,0,0.169415291,0,0.061,-0.430346669,-0.393671668
1617,20605010,0,0.185198256,0,0.061,-0.430346669,-0.430346669
1618,20405011,4,0.080205622,0,0.357,0.59655338,0.134448358
1619,20804014,0,0.185198256,2,0.015,-0.430346669,-0.430346669
1620,31102009,0,0.185198256,0,0.112,-0.430346669,-0.430346669
1621,20807061,0,0.166784797,0,0.115,-0.430346669,-0.387559167
1622,30806048,0,0.185198256,2,0.013,-0.430346669,-0.430346669
1623,31104023,1,0.007857969,0,0.408,-0.173621657,-0.045259151
1624,30306060,0,0.185198256,2,0.04,-0.430346669,-0.430346669
1625,20683006,1,-0.014428542,0,0.333,-0.173621657,0.083103356
1626,30104025,0,0.185198256,2,0.011,-0.430346669,-0.430346669
1627,30801012,2,-0.014428542,0,0.441,0.083103356,-0.173621657
1628,20904027,0,0.185198256,2,0.007,-0.430346669,-0.430346669
1629,31202013,0,0.185198256,2,0.024,-0.430346669,-0.430346669
1630,20614009,0,0.185198256,2,0.049,-0.430346669,-0.430346669
1631,10101012,1,0.045002154,0,0.449,-0.173621657,-0.259196661
1632,30536015,11,5.729457241,1,0.001,2.393628468,2.393628468
1633,20801057,0,0.185198256,2,0.007,-0.430346669,-0.430346669
1634,30401032,3,0.11548332,0,0.253,0.339828368,0.339828368
1635,20705023,0,0.185198256,2,0.007,-0.430346669,-0.430346669
1636,20645002,20,21.88752612,1,0.001,4.70415358,4.652808577
1637,30504011,0,0.074717502,0,0.384,-0.430346669,-0.173621657
1638,20607026,2,0.012239845,0,0.306,0.083103356,0.147284609
1639,30707032,0,0.185198256,2,0.045,-0.430346669,-0.430346669
1640,20505005,0,0.185198256,2,0.005,-0.430346669,-0.430346669
1641,30506009,0,0.185198256,2,0.018,-0.430346669,-0.430346669
1642,20609024,1,-0.059001564,0,0.204,-0.173621657,0.339828368
1643,20603102,2,0.006906168,0,0.369,0.083103356,0.083103356
1644,30901072,0,0.185198256,2,0.005,-0.430346669,-0.430346669
1645,30302086,0,0.185198256,2,0.016,-0.430346669,-0.430346669
1646,30501036,2,0.022145246,0,0.245,0.083103356,0.266478364
1647,30221778,1,0.03014448,0,0.481,-0.173621657,-0.173621657
1648,30604015,1,0.03014448,0,0.42,-0.173621657,-0.173621657
1649,31003002,0,0.185198256,0,0.318,-0.430346669,-0.430346669
1650,30305073,0,0.185198256,2,0.013,-0.430346669,-0.430346669
1651,20654001,19,19.77962086,1,0.001,4.447428567,4.447428567
1652,31201138,0,0.185198256,0,0.105,-0.430346669,-0.430346669
1653,30801102,2,0.003350383,0,0.381,0.083103356,0.040315853
1654,31001076,1,0.03014448,0,0.435,-0.173621657,-0.173621657
1655,10203023,1,0.037573317,0,0.5,-0.173621657,-0.216409159
1656,10102902,0,0.141005954,0,0.286,-0.430346669,-0.327656664
1657,20604060,0,0.185198256,2,0.012,-0.430346669,-0.430346669
1658,20603011,0,0.185198256,2,0.042,-0.430346669,-0.430346669
1659,30902046,0,0.185198256,2,0.013,-0.430346669,-0.430346669
1660,10408004,0,0.185198256,2,0.044,-0.430346669,-0.430346669
1661,20508010,0,0.185198256,2,0.004,-0.430346669,-0.430346669
1662,30307014,2,0.006906168,0,0.399,0.083103356,0.083103356
1663,30709048,1,0.03014448,0,0.38,-0.173621657,-0.173621657
1664,20909011,0,0.185198256,2,0.038,-0.430346669,-0.430346669
1665,20681007,15,11.70001534,1,0.001,3.420528517,3.420528517
1666,20702050,1,0.03014448,0,0.454,-0.173621657,-0.173621657
1667,10502024,1,0.034601782,0,0.384,-0.173621657,-0.199294158
1668,30102051,0,0.185198256,2,0.011,-0.430346669,-0.430346669
1669,20302014,1,0.03014448,0,0.462,-0.173621657,-0.173621657
1670,30306121,2,0.006906168,0,0.328,0.083103356,0.083103356
1671,10220709,1,0.03014448,0,0.387,-0.173621657,-0.173621657
1672,20704048,0,0.185198256,2,0.027,-0.430346669,-0.430346669
1673,20902028,0,0.185198256,0,0.051,-0.430346669,-0.430346669
1674,31201063,1,0.039059084,0,0.497,-0.173621657,-0.224966659
1675,30721752,0,0.185198256,2,0.028,-0.430346669,-0.430346669
1676,20807027,1,0.03014448,0,0.424,-0.173621657,-0.173621657
1677,31105013,0,0.185198256,0,0.096,-0.430346669,-0.430346669
1678,30203027,0,0.185198256,2,0.005,-0.430346669,-0.430346669
1679,20205801,1,0.03014448,0,0.399,-0.173621657,-0.173621657
1680,20612010,3,0.246346983,0,0.129,0.339828368,0.724915887
1681,20602064,0,0.137849361,0,0.275,-0.430346669,-0.320321664
1682,30107910,0,0.175991526,2,0.009,-0.430346669,-0.408952918
1683,20615057,0,0.185198256,2,0.003,-0.430346669,-0.430346669
1684,20601031,1,-0.005513938,0,0.357,-0.173621657,0.031758353
1685,20703008,0,0.118909803,0,0.465,-0.430346669,-0.276311662
1686,10508001,0,0.137849361,0,0.254,-0.430346669,-0.320321664
1687,30820707,2,0.006906168,0,0.371,0.083103356,0.083103356
1688,30705033,1,0.021229875,0,0.395,-0.173621657,-0.122276654
1689,10510015,0,0.129957879,0,0.417,-0.430346669,-0.301984163
1690,31007017,0,0.185198256,0,0.084,-0.430346669,-0.430346669
1691,10503028,0,0.185198256,2,0.029,-0.430346669,-0.430346669
1692,10302005,0,0.185198256,0,0.07,-0.430346669,-0.430346669
1693,20402011,0,0.169415291,0,0.064,-0.430346669,-0.393671668
1694,20801014,0,0.185198256,2,0.04,-0.430346669,-0.430346669
1695,30201015,0,0.185198256,2,0.024,-0.430346669,-0.430346669
1696,30502003,0,0.185198256,0,0.081,-0.430346669,-0.430346669
1697,30803048,1,0.039059084,0,0.473,-0.173621657,-0.224966659
1698,10304003,1,0.03014448,0,0.368,-0.173621657,-0.173621657
1699,20803012,0,0.129957879,0,0.353,-0.430346669,-0.301984163
1700,30802015,0,0.185198256,0,0.166,-0.430346669,-0.430346669
1701,30203013,0,0.185198256,2,0.05,-0.430346669,-0.430346669
1702,30805062,0,0.185198256,2,0.013,-0.430346669,-0.430346669
1703,30901163,1,0.03014448,0,0.456,-0.173621657,-0.173621657
1704,30804013,0,0.129957879,0,0.266,-0.430346669,-0.301984163
1705,20610030,0,0.185198256,2,0.023,-0.430346669,-0.430346669
1706,20666006,19,19.77962086,1,0.001,4.447428567,4.447428567
1707,30302052,0,0.185198256,2,0.048,-0.430346669,-0.430346669
1708,30301003,0,0.185198256,0,0.166,-0.430346669,-0.430346669
1709,31001100,0,0.153632326,0,0.148,-0.430346669,-0.356996666
1710,20105010,1,0.03014448,0,0.462,-0.173621657,-0.173621657
1711,31101016,0,0.185198256,2,0.026,-0.430346669,-0.430346669
1712,30702004,1,0.03014448,0,0.368,-0.173621657,-0.173621657
1713,20107008,0,0.185198256,0,0.09,-0.430346669,-0.430346669
1714,30107035,0,0.185198256,0,0.102,-0.430346669,-0.430346669
1715,30210014,0,0.185198256,0,0.097,-0.430346669,-0.430346669
1716,30507012,8,2.496674006,1,0.004,1.62345343,1.537878426
1717,30305050,0,0.185198256,2,0.03,-0.430346669,-0.430346669
1718,20502801,0,0.129957879,0,0.431,-0.430346669,-0.301984163
1719,30305812,0,0.185198256,2,0.045,-0.430346669,-0.430346669
1720,20604026,1,0.03014448,0,0.499,-0.173621657,-0.173621657
1721,20404027,0,0.185198256,2,0.048,-0.430346669,-0.430346669
1722,20205014,0,0.172922616,2,0.033,-0.430346669,-0.401821668
1723,30204001,0,0.129957879,0,0.42,-0.430346669,-0.301984163
1724,30902012,0,0.185198256,2,0.017,-0.430346669,-0.430346669
1725,20606024,0,0.185198256,2,0.044,-0.430346669,-0.430346669
1726,20920702,1,0.03014448,0,0.458,-0.173621657,-0.173621657
